icd_code,count,long_title
0V9530Z,1,"Drainage of Scrotum with Drainage Device, Percutaneous Approach"
B701YZZ,2,Plain Radiography of Bilateral Abdominal/Retroperitoneal Lymphatics using Other Contrast
B70CYZZ,1,Plain Radiography of Pelvic Lymphatics using Other Contrast
04L23ZZ,2,"Occlusion of Gastric Artery, Percutaneous Approach"
009Y3ZZ,3,"Drainage of Lumbar Spinal Cord, Percutaneous Approach"
B42H1ZZ,1,Computerized Tomography (CT Scan) of Bilateral Lower Extremity Arteries using Low Osmolar Contrast
04PY07Z,3,"Removal of Autologous Tissue Substitute from Lower Artery, Open Approach"
D726DZZ,4,Stereotactic Other Photon Radiosurgery of Abdomen Lymphatics
0CJY4ZZ,1,"Inspection of Mouth and Throat, Percutaneous Endoscopic Approach"
0MSN4ZZ,2,"Reposition Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
0MSN0ZZ,2,"Reposition Right Knee Bursa and Ligament, Open Approach"
B44HZZ3,2,"Ultrasonography of Bilateral Lower Extremity Arteries, Intravascular"
0SUD0JZ,1,"Supplement Left Knee Joint with Synthetic Substitute, Open Approach"
037H3ZZ,1,"Dilation of Right Common Carotid Artery, Percutaneous Approach"
04B90ZZ,2,"Excision of Right Renal Artery, Open Approach"
0J2VXYZ,1,"Change Other Device in Upper Extremity Subcutaneous Tissue and Fascia, External Approach"
03UF07Z,3,"Supplement Left Hand Artery with Autologous Tissue Substitute, Open Approach"
0Y3M3ZZ,1,"Control Bleeding in Right Foot, Percutaneous Approach"
0HRCX73,1,"Replacement of Left Upper Arm Skin with Autologous Tissue Substitute, Full Thickness, External Approach"
0NT60ZZ,1,"Resection of Left Temporal Bone, Open Approach"
0NSN0ZZ,2,"Reposition Left Zygomatic Bone, Open Approach"
0NUN07Z,1,"Supplement Left Zygomatic Bone with Autologous Tissue Substitute, Open Approach"
0R5J0ZZ,1,"Destruction of Right Shoulder Joint, Open Approach"
0R5G0ZZ,1,"Destruction of Right Acromioclavicular Joint, Open Approach"
0K9W0ZZ,1,"Drainage of Left Foot Muscle, Open Approach"
051G0ZY,1,"Bypass Right Hand Vein to Upper Vein, Open Approach"
03723DZ,4,"Dilation of Innominate Artery with Intraluminal Device, Percutaneous Approach"
B341ZZ3,1,"Ultrasonography of Right Brachiocephalic-Subclavian Artery, Intravascular"
037G34Z,2,"Dilation of Intracranial Artery with Drug-eluting Intraluminal Device, Percutaneous Approach"
08CNXZZ,1,"Extirpation of Matter from Right Upper Eyelid, External Approach"
0LD50ZZ,1,"Extraction of Right Lower Arm and Wrist Tendon, Open Approach"
30243X1,2,"Transfusion of Nonautologous Cord Blood Stem Cells into Central Vein, Percutaneous Approach"
047P05Z,1,"Dilation of Right Anterior Tibial Artery with Two Drug-eluting Intraluminal Devices, Open Approach"
047K346,1,"Dilation of Right Femoral Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach"
0WBFXZZ,1,"Excision of Abdominal Wall, External Approach"
0QB13ZZ,1,"Excision of Sacrum, Percutaneous Approach"
0CBG0ZX,1,"Excision of Right Submaxillary Gland, Open Approach, Diagnostic"
0CPYX0Z,1,"Removal of Drainage Device from Mouth and Throat, External Approach"
07BG4ZZ,1,"Excision of Left Lower Extremity Lymphatic, Percutaneous Endoscopic Approach"
07BF4ZZ,1,"Excision of Right Lower Extremity Lymphatic, Percutaneous Endoscopic Approach"
0T7B8ZZ,1,"Dilation of Bladder, Via Natural or Artificial Opening Endoscopic"
0QN10ZZ,1,"Release Sacrum, Open Approach"
0K9P0ZZ,1,"Drainage of Left Hip Muscle, Open Approach"
0QSF34Z,1,"Reposition Left Patella with Internal Fixation Device, Percutaneous Approach"
07D03ZX,1,"Extraction of Head Lymphatic, Percutaneous Approach, Diagnostic"
2W09X2Z,1,Change Cast on Left Upper Extremity
0RPM04Z,2,"Removal of Internal Fixation Device from Left Elbow Joint, Open Approach"
06U00JZ,1,"Supplement Inferior Vena Cava with Synthetic Substitute, Open Approach"
3145,1,Open biopsy of larynx or trachea
080RXZZ,1,"Alteration of Left Lower Eyelid, External Approach"
0W023ZZ,1,"Alteration of Face, Percutaneous Approach"
0W063ZZ,2,"Alteration of Neck, Percutaneous Approach"
080NXZZ,1,"Alteration of Right Upper Eyelid, External Approach"
080PXZZ,1,"Alteration of Left Upper Eyelid, External Approach"
080QXZZ,1,"Alteration of Right Lower Eyelid, External Approach"
0F144D4,2,"Bypass Gallbladder to Stomach with Intraluminal Device, Percutaneous Endoscopic Approach"
0J9H0ZX,4,"Drainage of Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0SP007Z,1,"Removal of Autologous Tissue Substitute from Lumbar Vertebral Joint, Open Approach"
0KN30ZZ,1,"Release Left Neck Muscle, Open Approach"
0CQ3XZZ,1,"Repair Soft Palate, External Approach"
0PPT04Z,1,"Removal of Internal Fixation Device from Right Finger Phalanx, Open Approach"
0PPT07Z,1,"Removal of Autologous Tissue Substitute from Right Finger Phalanx, Open Approach"
0TQ10ZZ,1,"Repair Left Kidney, Open Approach"
0WCC3ZZ,1,"Extirpation of Matter from Mediastinum, Percutaneous Approach"
03160JV,1,"Bypass Left Axillary Artery to Superior Vena Cava with Synthetic Substitute, Open Approach"
03F43ZZ,1,"Fragmentation of Left Subclavian Artery, Percutaneous Approach"
0T9D0ZZ,1,"Drainage of Urethra, Open Approach"
0DUN0JZ,1,"Supplement Sigmoid Colon with Synthetic Substitute, Open Approach"
0JBR3ZX,1,"Excision of Left Foot Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
0KN84ZZ,1,"Release Left Upper Arm Muscle, Percutaneous Endoscopic Approach"
0LS44ZZ,1,"Reposition Left Upper Arm Tendon, Percutaneous Endoscopic Approach"
0PBB4ZZ,2,"Excision of Left Clavicle, Percutaneous Endoscopic Approach"
04L03ZZ,1,"Occlusion of Abdominal Aorta, Percutaneous Approach"
03VU3DZ,2,"Restriction of Right Thyroid Artery with Intraluminal Device, Percutaneous Approach"
B342ZZ3,2,"Ultrasonography of Left Subclavian Artery, Intravascular"
047E3FZ,1,"Dilation of Right Internal Iliac Artery with Three Intraluminal Devices, Percutaneous Approach"
055L0ZZ,2,"Destruction of Intracranial Vein, Open Approach"
0JB10ZX,2,"Excision of Face Subcutaneous Tissue and Fascia, Open Approach, Diagnostic"
0W923ZX,1,"Drainage of Face, Percutaneous Approach, Diagnostic"
02HX33Z,1,"Insertion of Infusion Device into Thoracic Aorta, Ascending/Arch, Percutaneous Approach"
8404,2,Disarticulation of wrist
30243P1,1,"Transfusion of Nonautologous Frozen Red Cells into Central Vein, Percutaneous Approach"
30243R1,1,"Transfusion of Nonautologous Platelets into Central Vein, Percutaneous Approach"
3E0233Z,2,"Introduction of Anti-inflammatory into Muscle, Percutaneous Approach"
0DBM7ZX,2,"Excision of Descending Colon, Via Natural or Artificial Opening, Diagnostic"
0DB87ZX,1,"Excision of Small Intestine, Via Natural or Artificial Opening, Diagnostic"
0DBN7ZX,1,"Excision of Sigmoid Colon, Via Natural or Artificial Opening, Diagnostic"
0QH806Z,1,"Insertion of Intramedullary Internal Fixation Device into Right Femoral Shaft, Open Approach"
08Q8XZZ,1,"Repair Right Cornea, External Approach"
02CJ0ZZ,2,"Extirpation of Matter from Tricuspid Valve, Open Approach"
9775,1,Removal of vaginal or vulvar packing
041L0AH,1,"Bypass Left Femoral Artery to Right Femoral Artery with Autologous Arterial Tissue, Open Approach"
03B60ZZ,2,"Excision of Left Axillary Artery, Open Approach"
0J8W0ZZ,2,"Division of Lower Extremity Subcutaneous Tissue and Fascia, Open Approach"
0W2DX0Z,1,"Change Drainage Device in Pericardial Cavity, External Approach"
0B114F4,1,"Bypass Trachea to Cutaneous with Tracheostomy Device, Percutaneous Endoscopic Approach"
0RHJ04Z,1,"Insertion of Internal Fixation Device into Right Shoulder Joint, Open Approach"
0RQJ0ZZ,3,"Repair Right Shoulder Joint, Open Approach"
0XB80ZZ,1,"Excision of Right Upper Arm, Open Approach"
DHY37ZZ,1,Contact Radiation of Neck Skin
0SPH34Z,1,"Removal of Internal Fixation Device from Right Tarsal Joint, Percutaneous Approach"
01QK0ZZ,1,"Repair Head and Neck Sympathetic Nerve, Open Approach"
0HWT0JZ,2,"Revision of Synthetic Substitute in Right Breast, Open Approach"
7639,6,Partial ostectomy of other facial bone
B01B0ZZ,1,Fluoroscopy of Spinal Cord using High Osmolar Contrast
8078,1,"Synovectomy, foot and toe"
0L860ZZ,1,"Division of Left Lower Arm and Wrist Tendon, Open Approach"
0PPJX5Z,2,"Removal of External Fixation Device from Left Radius, External Approach"
0S9P3ZX,1,"Drainage of Right Toe Phalangeal Joint, Percutaneous Approach, Diagnostic"
05RH07Z,1,"Replacement of Left Hand Vein with Autologous Tissue Substitute, Open Approach"
0Y3N0ZZ,3,"Control Bleeding in Left Foot, Open Approach"
04V83DZ,2,"Restriction of Middle Colic Artery with Intraluminal Device, Percutaneous Approach"
0MBV0ZZ,3,"Excision of Right Lower Extremity Bursa and Ligament, Open Approach"
8425,1,Toe reattachment
06LV0ZZ,1,"Occlusion of Left Foot Vein, Open Approach"
DG22DZZ,1,Stereotactic Other Photon Radiosurgery of Adrenal Glands
3E0V3BZ,1,"Introduction of Anesthetic Agent into Bones, Percutaneous Approach"
041K4JL,1,"Bypass Right Femoral Artery to Popliteal Artery with Synthetic Substitute, Percutaneous Endoscopic Approach"
DPY67ZZ,1,Contact Radiation of Humerus
0DBE3ZX,1,"Excision of Large Intestine, Percutaneous Approach, Diagnostic"
2W3RX3Z,1,Immobilization of Left Lower Leg using Brace
2W3TX2Z,1,Immobilization of Left Foot using Cast
0KXQ0Z1,2,"Transfer Right Upper Leg Muscle with Subcutaneous Tissue, Open Approach"
0XHD0YZ,1,"Insertion of Other Device into Right Lower Arm, Open Approach"
0XP60YZ,1,"Removal of Other Device from Right Upper Extremity, Open Approach"
0M9M00Z,1,"Drainage of Left Hip Bursa and Ligament with Drainage Device, Open Approach"
2W1RX7Z,1,Compression of Left Lower Leg using Intermittent Pressure Device
00B74ZX,1,"Excision of Cerebral Hemisphere, Percutaneous Endoscopic Approach, Diagnostic"
06LY3ZZ,1,"Occlusion of Lower Vein, Percutaneous Approach"
0BQN4ZZ,1,"Repair Right Pleura, Percutaneous Endoscopic Approach"
0B9N4ZZ,2,"Drainage of Right Pleura, Percutaneous Endoscopic Approach"
0XW633Z,1,"Revision of Infusion Device in Right Upper Extremity, Percutaneous Approach"
0KXB0Z2,2,"Transfer Left Lower Arm and Wrist Muscle with Skin and Subcutaneous Tissue, Open Approach"
0KX40Z1,1,"Transfer Tongue, Palate, Pharynx Muscle with Subcutaneous Tissue, Open Approach"
0Y9C3ZX,2,"Drainage of Right Upper Leg, Percutaneous Approach, Diagnostic"
0RSC0ZZ,1,"Reposition Right Temporomandibular Joint, Open Approach"
0RSD0ZZ,1,"Reposition Left Temporomandibular Joint, Open Approach"
0NHR04Z,1,"Insertion of Internal Fixation Device into Maxilla, Open Approach"
1662,1,Revision and reinsertion of ocular implant
06B20ZZ,2,"Excision of Gastric Vein, Open Approach"
0JPSX0Z,1,"Removal of Drainage Device from Head and Neck Subcutaneous Tissue and Fascia, External Approach"
B5161ZZ,1,Fluoroscopy of Right Subclavian Vein using Low Osmolar Contrast
06HT33Z,1,"Insertion of Infusion Device into Right Foot Vein, Percutaneous Approach"
0H0U3ZZ,1,"Alteration of Left Breast, Percutaneous Approach"
30233H1,1,"Transfusion of Nonautologous Whole Blood into Peripheral Vein, Percutaneous Approach"
0UBC0ZZ,2,"Excision of Cervix, Open Approach"
04BF0ZZ,2,"Excision of Left Internal Iliac Artery, Open Approach"
8171,1,Arthroplasty of metacarpophalangeal and interphalangeal joint with implant
0QDQ0ZZ,1,"Extraction of Right Toe Phalanx, Open Approach"
0Q8G4ZZ,1,"Division of Right Tibia, Percutaneous Endoscopic Approach"
0YUG0KZ,1,"Supplement Left Knee Region with Nonautologous Tissue Substitute, Open Approach"
047B3DZ,2,"Dilation of Inferior Mesenteric Artery with Intraluminal Device, Percutaneous Approach"
06L70ZZ,1,"Occlusion of Colic Vein, Open Approach"
5891,3,Incision of periurethral tissue
0H90X0Z,1,"Drainage of Scalp Skin with Drainage Device, External Approach"
0KRM07Z,1,"Replacement of Perineum Muscle with Autologous Tissue Substitute, Open Approach"
041L0ZQ,1,"Bypass Left Femoral Artery to Lower Extremity Artery, Open Approach"
0JBG3ZX,1,"Excision of Right Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach, Diagnostic"
04L00CZ,1,"Occlusion of Abdominal Aorta with Extraluminal Device, Open Approach"
0SC00ZZ,2,"Extirpation of Matter from Lumbar Vertebral Joint, Open Approach"
0TQB7ZZ,2,"Repair Bladder, Via Natural or Artificial Opening"
8651,2,Replantation of scalp
0QD60ZZ,3,"Extraction of Right Upper Femur, Open Approach"
8E0Y4CZ,1,"Robotic Assisted Procedure of Lower Extremity, Percutaneous Endoscopic Approach"
08U00JZ,1,"Supplement of Right Eye with Synthetic Substitute, Open Approach"
0B2KXYZ,1,"Change Other Device in Right Lung, External Approach"
0QHC0BZ,1,"Insertion of Monoplanar External Fixation Device into Left Lower Femur, Open Approach"
0QHH0BZ,1,"Insertion of Monoplanar External Fixation Device into Left Tibia, Open Approach"
0Y0J0ZZ,1,"Alteration of Left Lower Leg, Open Approach"
0Y0H0ZZ,1,"Alteration of Right Lower Leg, Open Approach"
0SB83ZX,3,"Excision of Left Sacroiliac Joint, Percutaneous Approach, Diagnostic"
079C3ZX,1,"Drainage of Pelvis Lymphatic, Percutaneous Approach, Diagnostic"
0MQH0ZZ,1,"Repair Right Abdomen Bursa and Ligament, Open Approach"
0NCR0ZZ,1,"Extirpation of Matter from Maxilla, Open Approach"
0BBH8ZX,3,"Excision of Lung Lingula, Via Natural or Artificial Opening Endoscopic, Diagnostic"
6192,1,Excision of lesion of tunica vaginalis other than hydrocele
02BX0ZZ,3,"Excision of Thoracic Aorta, Ascending/Arch, Open Approach"
0JNP0ZZ,1,"Release Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
0R9U3ZX,1,"Drainage of Right Metacarpophalangeal Joint, Percutaneous Approach, Diagnostic"
0D740ZZ,1,"Dilation of Esophagogastric Junction, Open Approach"
0DN40ZZ,1,"Release Esophagogastric Junction, Open Approach"
0DXE0Z7,1,"Transfer Large Intestine to Vagina, Open Approach"
0RG20ZJ,2,"Fusion of 2 or more Cervical Vertebral Joints, Posterior Approach, Anterior Column, Open Approach"
0WPD30Z,2,"Removal of Drainage Device from Pericardial Cavity, Percutaneous Approach"
0N510ZZ,1,"Destruction of Frontal Bone, Open Approach"
0MQ50ZZ,2,"Repair Right Wrist Bursa and Ligament, Open Approach"
0Q513ZZ,2,"Destruction of Sacrum, Percutaneous Approach"
0DVA8DZ,1,"Restriction of Jejunum with Intraluminal Device, Via Natural or Artificial Opening Endoscopic"
0BQJ8ZZ,1,"Repair Left Lower Lung Lobe, Via Natural or Artificial Opening Endoscopic"
0SH504Z,1,"Insertion of Internal Fixation Device into Sacrococcygeal Joint, Open Approach"
0DVL8ZZ,1,"Restriction of Transverse Colon, Via Natural or Artificial Opening Endoscopic"
0X970ZZ,2,"Drainage of Left Upper Extremity, Open Approach"
0QWC04Z,1,"Revision of Internal Fixation Device in Left Lower Femur, Open Approach"
0QUC07Z,3,"Supplement Left Lower Femur with Autologous Tissue Substitute, Open Approach"
07QD3ZZ,1,"Repair Aortic Lymphatic, Percutaneous Approach"
0WPH30Z,2,"Removal of Drainage Device from Retroperitoneum, Percutaneous Approach"
3E0M3TZ,6,"Introduction of Destructive Agent into Peritoneal Cavity, Percutaneous Approach"
047P3EZ,2,"Dilation of Right Anterior Tibial Artery with Two Intraluminal Devices, Percutaneous Approach"
DP090ZZ,1,Beam Radiation of Femur using Photons <1 MeV
0HQX0ZZ,1,"Repair Left Nipple, Open Approach"
0HQW0ZZ,1,"Repair Right Nipple, Open Approach"
0U9C8ZZ,1,"Drainage of Cervix, Via Natural or Artificial Opening Endoscopic"
B41BZZZ,2,Fluoroscopy of Other Intra-Abdominal Arteries
08R00JZ,1,"Replacement of Right Eye with Synthetic Substitute, Open Approach"
0D5B8ZZ,2,"Destruction of Ileum, Via Natural or Artificial Opening Endoscopic"
02BX4ZX,1,"Excision of Thoracic Aorta, Ascending/Arch, Percutaneous Endoscopic Approach, Diagnostic"
0QHR35Z,1,"Insertion of External Fixation Device into Left Toe Phalanx, Percutaneous Approach"
0USC4ZZ,1,"Reposition Cervix, Percutaneous Endoscopic Approach"
03L33ZZ,1,"Occlusion of Right Subclavian Artery, Percutaneous Approach"
031H0JJ,2,"Bypass Right Common Carotid Artery to Right Extracranial Artery with Synthetic Substitute, Open Approach"
1411,1,Diagnostic aspiration of vitreous
2W5AX1Z,1,Removal of Splint on Right Upper Arm
2W3AX3Z,1,Immobilization of Right Upper Arm using Brace
03BS3ZX,1,"Excision of Right Temporal Artery, Percutaneous Approach, Diagnostic"
0K9K30Z,3,"Drainage of Right Abdomen Muscle with Drainage Device, Percutaneous Approach"
02UK08Z,2,"Supplement Right Ventricle with Zooplastic Tissue, Open Approach"
0TCB3ZZ,1,"Extirpation of Matter from Bladder, Percutaneous Approach"
0QS935Z,1,"Reposition Left Femoral Shaft with External Fixation Device, Percutaneous Approach"
0YHF33Z,1,"Insertion of Infusion Device into Right Knee Region, Percutaneous Approach"
07BM0ZX,1,"Excision of Thymus, Open Approach, Diagnostic"
0PHH04Z,1,"Insertion of Internal Fixation Device into Right Radius, Open Approach"
04RL0JZ,3,"Replacement of Left Femoral Artery with Synthetic Substitute, Open Approach"
04100JR,2,"Bypass Abdominal Aorta to Lower Artery with Synthetic Substitute, Open Approach"
XW023X7,2,"Introduction of Tixagevimab and Cilgavimab Monoclonal Antibody into Muscle, Percutaneous Approach, New Technology Group 7"
3148,1,Other diagnostic procedures on larynx
07U507Z,2,"Supplement Right Axillary Lymphatic with Autologous Tissue Substitute, Open Approach"
01XH0ZG,3,"Transfer Peroneal Nerve to Tibial Nerve, Open Approach"
047L05Z,1,"Dilation of Left Femoral Artery with Two Drug-eluting Intraluminal Devices, Open Approach"
0LUT0KZ,2,"Supplement Left Ankle Tendon with Nonautologous Tissue Substitute, Open Approach"
0XQKXZZ,2,"Repair Left Hand, External Approach"
03Q40ZZ,1,"Repair Left Subclavian Artery, Open Approach"
04140J4,1,"Bypass Splenic Artery to Left Renal Artery with Synthetic Substitute, Open Approach"
00QT3ZZ,1,"Repair Spinal Meninges, Percutaneous Approach"
031H0JG,1,"Bypass Right Common Carotid Artery to Intracranial Artery with Synthetic Substitute, Open Approach"
0T160ZC,1,"Bypass Right Ureter to Ileocutaneous, Open Approach"
0LM20ZZ,4,"Reattachment of Left Shoulder Tendon, Open Approach"
0RQK0ZZ,2,"Repair Left Shoulder Joint, Open Approach"
0LN20ZZ,1,"Release Left Shoulder Tendon, Open Approach"
8929,1,Other nonoperative genitourinary system measurements
0QSK06Z,1,"Reposition Left Fibula with Intramedullary Internal Fixation Device, Open Approach"
0D9L80Z,1,"Drainage of Transverse Colon with Drainage Device, Via Natural or Artificial Opening Endoscopic"
0D5M0ZZ,2,"Destruction of Descending Colon, Open Approach"
0FCG4ZZ,1,"Extirpation of Matter from Pancreas, Percutaneous Endoscopic Approach"
0F1G4ZB,1,"Bypass Pancreas to Small Intestine, Percutaneous Endoscopic Approach"
